Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
Some information about the remote HTTP configuration can be extracted.;This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc...   This test is informational only and does not denote any security problem.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;HyperText Transfer Protocol (HTTP) Information;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Some information about the remote HTTP configuration can be extracted.;This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc...   This test is informational only and does not denote any security problem.;n/a;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;HyperText Transfer Protocol (HTTP) Information;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Some information about the remote HTTP configuration can be extracted.;This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc...   This test is informational only and does not denote any security problem.;n/a;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;HyperText Transfer Protocol (HTTP) Information;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Some information about the remote HTTP configuration can be extracted.;This test gives some information about the remote HTTP protocol - the version used, whether HTTP Keep-Alive and HTTP pipelining are enabled, etc...   This test is informational only and does not denote any security problem.;n/a;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;HyperText Transfer Protocol (HTTP) Information;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An application installed on the remote host is affected by multiple vulnerabilities.;According to its self-reported version number, the Tenable Nessus application installed on the remote host is 6.x prior to 6.8. It is, therefore, affected by multiple vulnerabilities :    - A buffer overflow condition exists in the Expat XML     parser due to improper validation of user-supplied input     when handling malformed input documents. An     authenticated, remote attacker can exploit this to cause     a denial of service condition or the execution of     arbitrary code. (CVE-2016-0718)    - A stored cross-site (XSS) scripting vulnerability exists     that can be exploited by an authenticated, remote     attacker that has user-level access to the Nessus user     interface. (CVE-2016-1000028)    - Multiple stored cross-site (XSS) scripting     vulnerabilities exist that can be exploited by an     authenticated, remote attacker that has     administrative-level access to the Nessus user     interface. These issues would only affect other users     with administrative access. (CVE-2016-1000029);Upgrade to Tenable Nessus version 6.8 or later.;172.17.7.11;8834;RAGEGUY;tcp;High;False;CVE-2016-0718 CVE-2016-1000028 CVE-2016-1000029;90729;6.7;Tenable Nessus 6.x &lt. 6.8 Multiple Vulnerabilities;https://www.tenable.com/security/tns-2016-11;OSVDB:138680;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A Nessus daemon is listening on the remote port.;A Nessus daemon is listening on the remote port.;Ensure that the remote Nessus installation has been authorized.;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;Nessus Server Detection;http://www.tenable.com/products/nessus-vulnerability-scanner;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote web server implements Strict Transport Security.;The remote web server implements Strict Transport Security (STS). The goal of STS is to make sure that a user does not accidentally downgrade the security of his or her browser.  All unencrypted HTTP connections are redirected to HTTPS.  The browser is expected to treat all cookies as &apos.secure&apos. and to close the connection in the event of potentially insecure situations.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;Strict Transport Security (STS) Detection;http://www.nessus.org/u?2fb3aca6;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications.;This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.;n/a;172.17.7.11;3389;RAGEGUY;tcp;None;False;;;;SSL / TLS Versions Supported;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications.;This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;SSL / TLS Versions Supported;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service encrypts communications.;This plugin detects which SSL and TLS versions are supported by the remote service for encrypting communications.;n/a;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;SSL / TLS Versions Supported;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote web server contains a &apos.robots.txt&apos. file.;The remote host contains a file named &apos.robots.txt&apos. that is intended to prevent web &apos.robots&apos. from visiting certain directories in a website for maintenance or indexing purposes.  A malicious user may also be able to use the contents of this file to learn of sensitive documents or directories on the affected site and either retrieve them directly or target them for other attacks.;Review the contents of the site&apos.s robots.txt file, use Robots META tags instead of entries in the robots.txt file, and/or adjust the web server&apos.s access controls to limit access to sensitive material.;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;Web Server robots.txt Information Disclosure;http://www.robotstxt.org/wc/exclusion.html;OSVDB:238;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.11;8081;RAGEGUY;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A web server is running on the remote host.;This plugin attempts to determine the type and the version of the remote web server.;n/a;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;HTTP Server Type and Version;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin determines which HTTP methods are allowed on various CGI directories.;By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.   As this list may be incomplete, the plugin also tests - if &apos.Thorough tests&apos. are enabled or &apos.Enable web applications tests&apos. is set to &apos.yes&apos. in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.   Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.;n/a;172.17.7.11;8081;RAGEGUY;tcp;None;False;;;;HTTP Methods Allowed (per directory);;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin determines which HTTP methods are allowed on various CGI directories.;By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.   As this list may be incomplete, the plugin also tests - if &apos.Thorough tests&apos. are enabled or &apos.Enable web applications tests&apos. is set to &apos.yes&apos. in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.   Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.;n/a;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;HTTP Methods Allowed (per directory);;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
This plugin determines which HTTP methods are allowed on various CGI directories.;By calling the OPTIONS method, it is possible to determine which HTTP methods are allowed on each directory.   As this list may be incomplete, the plugin also tests - if &apos.Thorough tests&apos. are enabled or &apos.Enable web applications tests&apos. is set to &apos.yes&apos. in the scan policy - various known HTTP methods on each directory and considers them as unsupported if it receives a response code of 400, 403, 405, or 501.   Note that the plugin output is only informational and does not necessarily indicate the presence of any security vulnerabilities.;n/a;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;HTTP Methods Allowed (per directory);;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
An FTP server is listening on a remote port.;It is possible to obtain the banner of the remote FTP server by connecting to a remote port.;n/a;172.17.7.11;1337;RAGEGUY;tcp;None;False;;;;FTP Server Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote web server is not configured or is improperly configured.;The remote web server uses its default welcome page. Therefore, it&apos.s probable that this server is not used at all or is serving content that is meant to be hidden.;Disable this service if you do not use it.;172.17.7.11;8081;RAGEGUY;tcp;None;False;;;;Web Server Unconfigured - Default Install Page Present;;OSVDB:3233;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote web server is not configured or is improperly configured.;The remote web server uses its default welcome page. Therefore, it&apos.s probable that this server is not used at all or is serving content that is meant to be hidden.;Disable this service if you do not use it.;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;Web Server Unconfigured - Default Install Page Present;;OSVDB:3233;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote web server is not configured or is improperly configured.;The remote web server uses its default welcome page. Therefore, it&apos.s probable that this server is not used at all or is serving content that is meant to be hidden.;Disable this service if you do not use it.;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;Web Server Unconfigured - Default Install Page Present;;OSVDB:3233;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Signing is not required on the remote SMB server.;Signing is not required on the remote SMB server. An unauthenticated, remote attacker can exploit this to conduct man-in-the-middle attacks against the SMB server.;Enforce message signing in the host&apos.s configuration. On Windows, this is found in the policy setting &apos.Microsoft network server: Digitally sign communications (always)&apos.. On Samba, the setting is called &apos.server signing&apos.. See the &apos.see also&apos. links for further details.;172.17.7.11;445;RAGEGUY;tcp;Medium;False;;;3.7;SMB Signing Disabled;https://support.microsoft.com/en-us/kb/887429 http://technet.microsoft.com/en-us/library/cc731957.aspx http://www.nessus.org/u?74b80723 http://www.samba.org/samba/docs/man/manpages-3/smb.conf.5.html http://www.nessus.org/u?a3cac4ea;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A database service is listening on the remote host.;The remote service is a PostgreSQL database server, or a derivative such as EnterpriseDB.;Limit incoming traffic to this port if desired.;172.17.7.11;5432;RAGEGUY;tcp;None;False;;;;PostgreSQL Server Detection;http://www.postgresql.org/;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Terminal Services use SSL/TLS.;The remote Terminal Services is configured to use SSL/TLS.;n/a;172.17.7.11;3389;RAGEGUY;tcp;None;False;;;;Terminal Services Use SSL/TLS;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to take a screenshot of the remote login screen.;This script attempts to connect to the remote host via RDP (Remote Desktop Protocol) and attempts to take a screenshot of the login screen.  While this is not a vulnerability by itself, some versions of Windows display the names of the users who can connect and which ones are connected already.;n/a;172.17.7.11;3389;RAGEGUY;tcp;None;False;;;;RDP Screenshot;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote Windows host has Terminal Services enabled.;Terminal Services allows a Windows user to remotely obtain a graphical login (and therefore act as a local user on the remote host).  If an attacker gains a valid login and password, this service could be used to gain further access on the remote host.  An attacker may also use this service to mount a dictionary attack against the remote host to try to log in remotely.  Note that RDP (the Remote Desktop Protocol) is vulnerable to Man-in-the-middle attacks, making it easy for attackers to steal the credentials of legitimate users by impersonating the Windows server.;Disable Terminal Services if you do not use it, and do not allow this service to run across the Internet.;172.17.7.11;3389;RAGEGUY;tcp;None;False;;;;Windows Terminal Services Enabled;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;It was possible to identify the remote service by its banner or by looking at the error message it sends when it receives a &apos.HELP&apos. request.;n/a;172.17.7.11;8081;RAGEGUY;tcp;None;False;;;;Service Detection (HELP Request);;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;It was possible to identify the remote service by its banner or by looking at the error message it sends when it receives a &apos.HELP&apos. request.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;Service Detection (HELP Request);;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;1337;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service could be identified.;Nessus was able to identify the remote service by its banner or by looking at the error message it sends when it receives an HTTP request.;n/a;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;Service Detection;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote service implements TCP timestamps.;The remote host implements TCP timestamps, as defined by RFC1323.  A side effect of this feature is that the uptime of the remote host can sometimes be computed.;n/a;172.17.7.11;0;RAGEGUY;tcp;None;False;;;;TCP/IP Timestamps Supported;http://www.ietf.org/rfc/rfc1323.txt;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine the exact time set on the remote host.;The remote host answers to an ICMP timestamp request.  This allows an attacker to know the date that is set on the targeted machine, which may assist an unauthenticated, remote attacker in defeating time-based authentication protocols.  Timestamps returned from machines running Windows Vista / 7 / 2008 / 2008 R2 are deliberately incorrect, but usually within 1000 seconds of the actual system time.;Filter out the ICMP timestamp requests (13), and the outgoing ICMP timestamp replies (14).;172.17.7.11;0;RAGEGUY;icmp;None;False;CVE-1999-0524;;;ICMP Timestamp Request Remote Date Disclosure;;OSVDB:94 CWE:200;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote device supports LLMNR.;The remote device answered to a Link-local Multicast Name Resolution (LLMNR) request.  This protocol provides a name lookup service similar to NetBIOS or DNS.  It is enabled by default on modern Windows versions.;Make sure that use of this software conforms to your organization&apos.s acceptable use and security policies.;172.17.7.11;5355;RAGEGUY;udp;None;False;;;;Link-Local Multicast Name Resolution (LLMNR) Detection;http://www.nessus.org/u?85beb421 http://technet.microsoft.com/en-us/library/bb878128.aspx;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to obtain traceroute information.;Makes a traceroute to the remote host.;n/a;172.17.7.11;0;RAGEGUY;udp;None;False;;;;Traceroute Information;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
The remote host has IP forwarding enabled.;The remote host has IP forwarding enabled. An attacker can exploit this to route packets through the host and potentially bypass some firewalls / routers / NAC filtering.   Unless the remote host is a router, it is recommended that you disable IP forwarding.;On Linux, you can disable IP forwarding by doing :  echo 0 &gt. /proc/sys/net/ipv4/ip_forward  On Windows, set the key &apos.IPEnableRouter&apos. to 0 under  HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Tcpip\Parameters  On Mac OS X, you can disable IP forwarding by executing the command :  sysctl -w net.inet.ip.forwarding=0  For other systems, check with your vendor.;172.17.7.11;0;RAGEGUY;tcp;Medium;False;CVE-1999-0511;;;IP Forwarding Enabled;;OSVDB:8114;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
Nessus is not able to access the remote Windows Registry.;It was not possible to connect to PIPE\winreg on the remote host.  If you intend to use Nessus to perform registry-based checks, the registry checks will not work because the &apos.Remote Registry Access&apos. service (winreg) has been disabled on the remote host or can not be connected to with the supplied credentials.;n/a;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;Microsoft Windows SMB Registry : Nessus Cannot Access the Windows Registry;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1337;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;3790;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1068;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;8834;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;20;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1027;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;5432;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1067;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1026;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;8081;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;1025;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;3389;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;8080;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;135;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to determine which TCP ports are open.;This plugin is a SYN &apos.half-open&apos. port scanner.  It shall be reasonably quick even against a firewalled target.   Note that SYN scans are less intrusive than TCP (full connect) scans against broken services, but they might cause problems for less robust firewalls and also leave unclosed connections on the remote target, if the network is loaded.;Protect your target with an IP filter.;172.17.7.11;139;RAGEGUY;tcp;None;False;;;;Nessus SYN scanner;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to log into the remote host.;The remote host is running a Microsoft Windows operating system or Samba, a CIFS/SMB server for Unix. It was possible to log into it using one of the following accounts :  - NULL session - Guest account - Supplied credentials;n/a;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;Microsoft Windows SMB Log In Possible;http://support.microsoft.com/kb/143474 http://support.microsoft.com/kb/246261;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It is possible to obtain information about the remote operating system.;It is possible to obtain the remote operating system name and version (Windows and/or Samba) by sending an authentication request to port 139 or 445. This script requires SMB1 enabled on the host.;n/a;172.17.7.11;445;RAGEGUY;tcp;None;False;;;;Microsoft Windows SMB NativeLanManager Remote System Information Disclosure;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
It was possible to obtain the network name of the remote host.;The remote host is listening on UDP port 137 or TCP port 445, and replies to NetBIOS nbtscan or SMB requests.  Note that this plugin gathers information to be used in other plugins, but does not itself generate a report.;n/a;172.17.7.11;137;RAGEGUY;udp;None;False;;;;Windows NetBIOS / SMB Remote Host Information Disclosure;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1068;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1026;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1028;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
A DCE/RPC service is running on the remote host.;By sending a Lookup request to the portmapper (TCP 135 or epmapper PIPE) it was possible to enumerate the Distributed Computing Environment (DCE) services running on the remote port. Using this information it is possible to connect and bind to each service by sending an RPC request to the remote port/pipe.;n/a;172.17.7.11;1025;RAGEGUY;tcp;None;False;;;;DCE Services Enumeration;;;00:0c:29:71:87:10;Microsoft Windows Server 2008 R2 Enterprise Service Pack 1;
