Vulnerabilidad;Descripción;Solución;Dirección IP;Puerto;Nombre;Protocolo;Severidad;Explotable;cve;bid;Puntaje cvss;Nombre del plug-in;Información adicional;xref;Dirección mac;Sistema operativo;
The remote service encrypts traffic using a protocol with known weaknesses.;The remote service accepts connections encrypted using SSL 2.0 and/or SSL 3.0. These versions of SSL are affected by several cryptographic flaws. An attacker can exploit these flaws to conduct man-in-the-middle attacks or to decrypt communications between the affected service and clients.  NIST has determined that SSL 3.0 is no longer acceptable for secure communications. As of the date of enforcement found in PCI DSS v3.1, any version of SSL will not meet the PCI SSC&apos.S definition of &apos.strong cryptography&apos..;Consult the application&apos.s documentation to disable SSL 2.0 and 3.0. Use TLS 1.1 (with approved cipher suites) or higher instead.;10.1.4.141;443;;tcp;Medium;False;;;;SSL Version 2 and 3 Protocol Detection;http://www.schneier.com/paper-ssl.pdf http://support.microsoft.com/kb/187498 http://www.nessus.org/u?247c4540 https://www.openssl.org/~bodo/ssl-poodle.pdf http://www.nessus.org/u?5d15ba70 https://www.imperialviolet.org/2014/10/14/poodle.html https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;;2c:23:3a:65:43:d9 2c:23:3a:65:43:b1 2c:23:3a:65:43:ce 2c:23:3a:65:43:bd 2c:23:3a:65:43:bc 2c:23:3a:65:43:cd 2c:23:3a:65:43:d0 2c:23:3a:65:43:b0 2c:23:3a:65:43:b6 2c:23:3a:65:43:bb 2c:23:3a:65:43:d3 2c:23:3a:65:43:b7 2c:23:3a:65:43:c4 2c:23:3a:65:43:c7 2c:23:3a:65:43:da 2c:23:3a:65:43:c5 2c:23:3a:65:43:8c 2c:23:3a:65:43:b3 2c:23:3a:65:43:be 2c:23:3a:65:43:af 2c:23:3a:65:43:b9 2c:23:3a:65:43:ab 2c:23:3a:65:43:c1 2c:23:3a:65:43:9d 2c:23:3a:65:43:d8 2c:23:3a:65:43:d2 00:00:00:00:00:00 2c:23:3a:65:43:ae 2c:23:3a:65:43:c2 2c:23:3a:65:43:c6 2c:23:3a:65:43:d6 2c:23:3a:65:43:c3 2c:23:3a:65:43:ba 2c:23:3a:65:43:b2 2c:23:3a:65:43:cb 2c:23:3a:65:43:b4 2c:23:3a:65:43:d7 2c:23:3a:65:43:d4 2c:23:3a:65:43:cc 2c:23:3a:65:43:dc 2c:23:3a:65:43:d5 2c:23:3a:65:43:d1 2c:23:3a:65:43:c0 2c:23:3a:65:43:c8 2c:23:3a:65:43:ad 2c:23:3a:65:43:ac 2c:23:3a:65:43:dd 2c:23:3a:65:43:cf 2c:23:3a:65:43:c9 2c:23:3a:65:43:b5 2c:23:3a:65:43:de 2c:23:3a:65:43:db 2c:23:3a:65:43:ca 2c:23:3a:65:43:b8 2c:23:3a:65:43:bf;Microsoft Windows Vista;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;10.1.4.141;443;;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;2c:23:3a:65:43:d9 2c:23:3a:65:43:b1 2c:23:3a:65:43:ce 2c:23:3a:65:43:bd 2c:23:3a:65:43:bc 2c:23:3a:65:43:cd 2c:23:3a:65:43:d0 2c:23:3a:65:43:b0 2c:23:3a:65:43:b6 2c:23:3a:65:43:bb 2c:23:3a:65:43:d3 2c:23:3a:65:43:b7 2c:23:3a:65:43:c4 2c:23:3a:65:43:c7 2c:23:3a:65:43:da 2c:23:3a:65:43:c5 2c:23:3a:65:43:8c 2c:23:3a:65:43:b3 2c:23:3a:65:43:be 2c:23:3a:65:43:af 2c:23:3a:65:43:b9 2c:23:3a:65:43:ab 2c:23:3a:65:43:c1 2c:23:3a:65:43:9d 2c:23:3a:65:43:d8 2c:23:3a:65:43:d2 00:00:00:00:00:00 2c:23:3a:65:43:ae 2c:23:3a:65:43:c2 2c:23:3a:65:43:c6 2c:23:3a:65:43:d6 2c:23:3a:65:43:c3 2c:23:3a:65:43:ba 2c:23:3a:65:43:b2 2c:23:3a:65:43:cb 2c:23:3a:65:43:b4 2c:23:3a:65:43:d7 2c:23:3a:65:43:d4 2c:23:3a:65:43:cc 2c:23:3a:65:43:dc 2c:23:3a:65:43:d5 2c:23:3a:65:43:d1 2c:23:3a:65:43:c0 2c:23:3a:65:43:c8 2c:23:3a:65:43:ad 2c:23:3a:65:43:ac 2c:23:3a:65:43:dd 2c:23:3a:65:43:cf 2c:23:3a:65:43:c9 2c:23:3a:65:43:b5 2c:23:3a:65:43:de 2c:23:3a:65:43:db 2c:23:3a:65:43:ca 2c:23:3a:65:43:b8 2c:23:3a:65:43:bf;Microsoft Windows Vista;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.4.141;443;;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;2c:23:3a:65:43:d9 2c:23:3a:65:43:b1 2c:23:3a:65:43:ce 2c:23:3a:65:43:bd 2c:23:3a:65:43:bc 2c:23:3a:65:43:cd 2c:23:3a:65:43:d0 2c:23:3a:65:43:b0 2c:23:3a:65:43:b6 2c:23:3a:65:43:bb 2c:23:3a:65:43:d3 2c:23:3a:65:43:b7 2c:23:3a:65:43:c4 2c:23:3a:65:43:c7 2c:23:3a:65:43:da 2c:23:3a:65:43:c5 2c:23:3a:65:43:8c 2c:23:3a:65:43:b3 2c:23:3a:65:43:be 2c:23:3a:65:43:af 2c:23:3a:65:43:b9 2c:23:3a:65:43:ab 2c:23:3a:65:43:c1 2c:23:3a:65:43:9d 2c:23:3a:65:43:d8 2c:23:3a:65:43:d2 00:00:00:00:00:00 2c:23:3a:65:43:ae 2c:23:3a:65:43:c2 2c:23:3a:65:43:c6 2c:23:3a:65:43:d6 2c:23:3a:65:43:c3 2c:23:3a:65:43:ba 2c:23:3a:65:43:b2 2c:23:3a:65:43:cb 2c:23:3a:65:43:b4 2c:23:3a:65:43:d7 2c:23:3a:65:43:d4 2c:23:3a:65:43:cc 2c:23:3a:65:43:dc 2c:23:3a:65:43:d5 2c:23:3a:65:43:d1 2c:23:3a:65:43:c0 2c:23:3a:65:43:c8 2c:23:3a:65:43:ad 2c:23:3a:65:43:ac 2c:23:3a:65:43:dd 2c:23:3a:65:43:cf 2c:23:3a:65:43:c9 2c:23:3a:65:43:b5 2c:23:3a:65:43:de 2c:23:3a:65:43:db 2c:23:3a:65:43:ca 2c:23:3a:65:43:b8 2c:23:3a:65:43:bf;Microsoft Windows Vista;
The remote Telnet server transmits traffic in cleartext.;The remote host is running a Telnet server over an unencrypted channel.  Using Telnet over an unencrypted channel is not recommended as logins, passwords, and commands are transferred in cleartext. This allows a remote, man-in-the-middle attacker to eavesdrop on a Telnet session to obtain credentials or other sensitive information and to modify traffic exchanged between a client and server.  SSH is preferred over Telnet since it protects credentials from eavesdropping and can tunnel additional data streams such as an X11 session.;Disable the Telnet service and use SSH instead.;10.1.4.141;23;;tcp;Medium;False;;;;Unencrypted Telnet Server;;;2c:23:3a:65:43:d9 2c:23:3a:65:43:b1 2c:23:3a:65:43:ce 2c:23:3a:65:43:bd 2c:23:3a:65:43:bc 2c:23:3a:65:43:cd 2c:23:3a:65:43:d0 2c:23:3a:65:43:b0 2c:23:3a:65:43:b6 2c:23:3a:65:43:bb 2c:23:3a:65:43:d3 2c:23:3a:65:43:b7 2c:23:3a:65:43:c4 2c:23:3a:65:43:c7 2c:23:3a:65:43:da 2c:23:3a:65:43:c5 2c:23:3a:65:43:8c 2c:23:3a:65:43:b3 2c:23:3a:65:43:be 2c:23:3a:65:43:af 2c:23:3a:65:43:b9 2c:23:3a:65:43:ab 2c:23:3a:65:43:c1 2c:23:3a:65:43:9d 2c:23:3a:65:43:d8 2c:23:3a:65:43:d2 00:00:00:00:00:00 2c:23:3a:65:43:ae 2c:23:3a:65:43:c2 2c:23:3a:65:43:c6 2c:23:3a:65:43:d6 2c:23:3a:65:43:c3 2c:23:3a:65:43:ba 2c:23:3a:65:43:b2 2c:23:3a:65:43:cb 2c:23:3a:65:43:b4 2c:23:3a:65:43:d7 2c:23:3a:65:43:d4 2c:23:3a:65:43:cc 2c:23:3a:65:43:dc 2c:23:3a:65:43:d5 2c:23:3a:65:43:d1 2c:23:3a:65:43:c0 2c:23:3a:65:43:c8 2c:23:3a:65:43:ad 2c:23:3a:65:43:ac 2c:23:3a:65:43:dd 2c:23:3a:65:43:cf 2c:23:3a:65:43:c9 2c:23:3a:65:43:b5 2c:23:3a:65:43:de 2c:23:3a:65:43:db 2c:23:3a:65:43:ca 2c:23:3a:65:43:b8 2c:23:3a:65:43:bf;Microsoft Windows Vista;
The community name of the remote SNMP server can be guessed.;It is possible to obtain the default community name of the remote SNMP server.  An attacker may use this information to gain more knowledge about the remote host, or to change the configuration of the remote system (if the default community allows such modifications).;Disable the SNMP service on the remote host if you do not use it. Either filter incoming UDP packets going to this port, or change the default community string.;10.1.4.141;161;;udp;High;False;CVE-1999-0517;2112;7.1;SNMP Agent Default Community Name (public);;OSVDB:209;2c:23:3a:65:43:d9 2c:23:3a:65:43:b1 2c:23:3a:65:43:ce 2c:23:3a:65:43:bd 2c:23:3a:65:43:bc 2c:23:3a:65:43:cd 2c:23:3a:65:43:d0 2c:23:3a:65:43:b0 2c:23:3a:65:43:b6 2c:23:3a:65:43:bb 2c:23:3a:65:43:d3 2c:23:3a:65:43:b7 2c:23:3a:65:43:c4 2c:23:3a:65:43:c7 2c:23:3a:65:43:da 2c:23:3a:65:43:c5 2c:23:3a:65:43:8c 2c:23:3a:65:43:b3 2c:23:3a:65:43:be 2c:23:3a:65:43:af 2c:23:3a:65:43:b9 2c:23:3a:65:43:ab 2c:23:3a:65:43:c1 2c:23:3a:65:43:9d 2c:23:3a:65:43:d8 2c:23:3a:65:43:d2 00:00:00:00:00:00 2c:23:3a:65:43:ae 2c:23:3a:65:43:c2 2c:23:3a:65:43:c6 2c:23:3a:65:43:d6 2c:23:3a:65:43:c3 2c:23:3a:65:43:ba 2c:23:3a:65:43:b2 2c:23:3a:65:43:cb 2c:23:3a:65:43:b4 2c:23:3a:65:43:d7 2c:23:3a:65:43:d4 2c:23:3a:65:43:cc 2c:23:3a:65:43:dc 2c:23:3a:65:43:d5 2c:23:3a:65:43:d1 2c:23:3a:65:43:c0 2c:23:3a:65:43:c8 2c:23:3a:65:43:ad 2c:23:3a:65:43:ac 2c:23:3a:65:43:dd 2c:23:3a:65:43:cf 2c:23:3a:65:43:c9 2c:23:3a:65:43:b5 2c:23:3a:65:43:de 2c:23:3a:65:43:db 2c:23:3a:65:43:ca 2c:23:3a:65:43:b8 2c:23:3a:65:43:bf;Microsoft Windows Vista;
The remote SNMP daemon is affected by a vulnerability that allows a reflected distributed denial of service attack.;The remote SNMP daemon is responding with a large amount of data to a &apos.GETBULK&apos. request with a larger than normal value for &apos.max-repetitions&apos.. A remote attacker can use this SNMP server to conduct a reflected distributed denial of service attack on an arbitrary remote host.;Disable the SNMP service on the remote host if you do not use it. Otherwise, restrict and monitor access to this service, and consider changing the default &apos.public&apos. community string.;10.1.4.140;161;;udp;Medium;True;;;4.8;SNMP &apos.GETBULK&apos. Reflection DDoS;http://www.nessus.org/u?8b551b5c http://www.nessus.org/u?bdb53cfc;OSVDB:125796;2c:23:3a:0f:9c:6d 2c:23:3a:0f:9c:73 2c:23:3a:0f:9c:7b 2c:23:3a:0f:9c:8a 2c:23:3a:0f:9c:5b 2c:23:3a:0f:9c:91 2c:23:3a:0f:9c:8e 2c:23:3a:0f:9c:7e 2c:23:3a:0f:9c:7d 2c:23:3a:0f:9c:6c 2c:23:3a:0f:9c:9c 2c:23:3a:0f:9c:99 2c:23:3a:0f:9c:93 2c:23:3a:0f:9c:88 2c:23:3a:0f:9c:85 2c:23:3a:0f:9c:71 2c:23:3a:0f:9c:9a 2c:23:3a:0f:9c:8d 2c:23:3a:0f:9c:89 2c:23:3a:0f:9c:7a 2c:23:3a:0f:9c:6e 2c:23:3a:0f:9c:86 2c:23:3a:0f:9c:6b 2c:23:3a:0f:9c:7f 2c:23:3a:0f:9c:74 2c:23:3a:0f:9c:95 2c:23:3a:0f:9c:90 2c:23:3a:0f:9c:75 2c:23:3a:0f:9c:6a 2c:23:3a:0f:9c:94 00:00:00:00:00:00 2c:23:3a:0f:9c:8c 2c:23:3a:0f:9c:80 2c:23:3a:0f:9c:7c 2c:23:3a:0f:9c:70 2c:23:3a:0f:9c:8f 2c:23:3a:0f:9c:82 2c:23:3a:0f:9c:9b 2c:23:3a:0f:9c:98 2c:23:3a:0f:9c:96 2c:23:3a:0f:9c:78 2c:23:3a:0f:9c:84 2c:23:3a:0f:9c:4a 2c:23:3a:0f:9c:8b 2c:23:3a:0f:9c:76 2c:23:3a:0f:9c:81 2c:23:3a:0f:9c:72 2c:23:3a:0f:9c:87 2c:23:3a:0f:9c:97 2c:23:3a:0f:9c:77 2c:23:3a:0f:9c:83 2c:23:3a:0f:9c:79 2c:23:3a:0f:9c:92 2c:23:3a:0f:9c:69 2c:23:3a:0f:9c:6f;Microsoft Windows Vista;
The SSL certificate chain for this service ends in an unrecognized self-signed certificate.;The X.509 certificate chain for this service is not signed by a recognized certificate authority.  If the remote host is a public host in production, this nullifies the use of SSL as anyone could establish a man-in-the-middle attack against the remote host.   Note that this plugin does not check for certificate chains that end in a certificate that is not self-signed, but is signed by an unrecognized certificate authority.;Purchase or generate a proper certificate for this service.;10.1.4.140;443;;tcp;Medium;False;;;;SSL Self-Signed Certificate;;;2c:23:3a:0f:9c:6d 2c:23:3a:0f:9c:73 2c:23:3a:0f:9c:7b 2c:23:3a:0f:9c:8a 2c:23:3a:0f:9c:5b 2c:23:3a:0f:9c:91 2c:23:3a:0f:9c:8e 2c:23:3a:0f:9c:7e 2c:23:3a:0f:9c:7d 2c:23:3a:0f:9c:6c 2c:23:3a:0f:9c:9c 2c:23:3a:0f:9c:99 2c:23:3a:0f:9c:93 2c:23:3a:0f:9c:88 2c:23:3a:0f:9c:85 2c:23:3a:0f:9c:71 2c:23:3a:0f:9c:9a 2c:23:3a:0f:9c:8d 2c:23:3a:0f:9c:89 2c:23:3a:0f:9c:7a 2c:23:3a:0f:9c:6e 2c:23:3a:0f:9c:86 2c:23:3a:0f:9c:6b 2c:23:3a:0f:9c:7f 2c:23:3a:0f:9c:74 2c:23:3a:0f:9c:95 2c:23:3a:0f:9c:90 2c:23:3a:0f:9c:75 2c:23:3a:0f:9c:6a 2c:23:3a:0f:9c:94 00:00:00:00:00:00 2c:23:3a:0f:9c:8c 2c:23:3a:0f:9c:80 2c:23:3a:0f:9c:7c 2c:23:3a:0f:9c:70 2c:23:3a:0f:9c:8f 2c:23:3a:0f:9c:82 2c:23:3a:0f:9c:9b 2c:23:3a:0f:9c:98 2c:23:3a:0f:9c:96 2c:23:3a:0f:9c:78 2c:23:3a:0f:9c:84 2c:23:3a:0f:9c:4a 2c:23:3a:0f:9c:8b 2c:23:3a:0f:9c:76 2c:23:3a:0f:9c:81 2c:23:3a:0f:9c:72 2c:23:3a:0f:9c:87 2c:23:3a:0f:9c:97 2c:23:3a:0f:9c:77 2c:23:3a:0f:9c:83 2c:23:3a:0f:9c:79 2c:23:3a:0f:9c:92 2c:23:3a:0f:9c:69 2c:23:3a:0f:9c:6f;Microsoft Windows Vista;
The SSL certificate for this service cannot be trusted.;The server&apos.s X.509 certificate does not have a signature from a known public certificate authority.  This situation can occur in three different ways, each of which results in a break in the chain below which certificates cannot be trusted.   First, the top of the certificate chain sent by the server might not be descended from a known public certificate authority.  This can occur either when the top of the chain is an unrecognized, self-signed certificate, or when intermediate certificates are missing that would connect the top of the certificate chain to a known public certificate authority.   Second, the certificate chain may contain a certificate that is not valid at the time of the scan.  This can occur either when the scan occurs before one of the certificate&apos.s &apos.notBefore&apos. dates, or after one of the certificate&apos.s &apos.notAfter&apos. dates.   Third, the certificate chain may contain a signature that either didn&apos.t match the certificate&apos.s information, or could not be verified.  Bad signatures can be fixed by getting the certificate with the bad signature to be re-signed by its issuer.  Signatures that could not be verified are the result of the certificate&apos.s issuer using a signing algorithm that Nessus either does not support or does not recognize.   If the remote host is a public host in production, any break in the chain makes it more difficult for users to verify the authenticity and identity of the web server. This could make it easier to carry out man-in-the-middle attacks against the remote host.;Purchase or generate a proper certificate for this service.;10.1.4.140;443;;tcp;Medium;False;;;;SSL Certificate Cannot Be Trusted;;;2c:23:3a:0f:9c:6d 2c:23:3a:0f:9c:73 2c:23:3a:0f:9c:7b 2c:23:3a:0f:9c:8a 2c:23:3a:0f:9c:5b 2c:23:3a:0f:9c:91 2c:23:3a:0f:9c:8e 2c:23:3a:0f:9c:7e 2c:23:3a:0f:9c:7d 2c:23:3a:0f:9c:6c 2c:23:3a:0f:9c:9c 2c:23:3a:0f:9c:99 2c:23:3a:0f:9c:93 2c:23:3a:0f:9c:88 2c:23:3a:0f:9c:85 2c:23:3a:0f:9c:71 2c:23:3a:0f:9c:9a 2c:23:3a:0f:9c:8d 2c:23:3a:0f:9c:89 2c:23:3a:0f:9c:7a 2c:23:3a:0f:9c:6e 2c:23:3a:0f:9c:86 2c:23:3a:0f:9c:6b 2c:23:3a:0f:9c:7f 2c:23:3a:0f:9c:74 2c:23:3a:0f:9c:95 2c:23:3a:0f:9c:90 2c:23:3a:0f:9c:75 2c:23:3a:0f:9c:6a 2c:23:3a:0f:9c:94 00:00:00:00:00:00 2c:23:3a:0f:9c:8c 2c:23:3a:0f:9c:80 2c:23:3a:0f:9c:7c 2c:23:3a:0f:9c:70 2c:23:3a:0f:9c:8f 2c:23:3a:0f:9c:82 2c:23:3a:0f:9c:9b 2c:23:3a:0f:9c:98 2c:23:3a:0f:9c:96 2c:23:3a:0f:9c:78 2c:23:3a:0f:9c:84 2c:23:3a:0f:9c:4a 2c:23:3a:0f:9c:8b 2c:23:3a:0f:9c:76 2c:23:3a:0f:9c:81 2c:23:3a:0f:9c:72 2c:23:3a:0f:9c:87 2c:23:3a:0f:9c:97 2c:23:3a:0f:9c:77 2c:23:3a:0f:9c:83 2c:23:3a:0f:9c:79 2c:23:3a:0f:9c:92 2c:23:3a:0f:9c:69 2c:23:3a:0f:9c:6f;Microsoft Windows Vista;
The remote Telnet server transmits traffic in cleartext.;The remote host is running a Telnet server over an unencrypted channel.  Using Telnet over an unencrypted channel is not recommended as logins, passwords, and commands are transferred in cleartext. This allows a remote, man-in-the-middle attacker to eavesdrop on a Telnet session to obtain credentials or other sensitive information and to modify traffic exchanged between a client and server.  SSH is preferred over Telnet since it protects credentials from eavesdropping and can tunnel additional data streams such as an X11 session.;Disable the Telnet service and use SSH instead.;10.1.4.140;23;;tcp;Medium;False;;;;Unencrypted Telnet Server;;;2c:23:3a:0f:9c:6d 2c:23:3a:0f:9c:73 2c:23:3a:0f:9c:7b 2c:23:3a:0f:9c:8a 2c:23:3a:0f:9c:5b 2c:23:3a:0f:9c:91 2c:23:3a:0f:9c:8e 2c:23:3a:0f:9c:7e 2c:23:3a:0f:9c:7d 2c:23:3a:0f:9c:6c 2c:23:3a:0f:9c:9c 2c:23:3a:0f:9c:99 2c:23:3a:0f:9c:93 2c:23:3a:0f:9c:88 2c:23:3a:0f:9c:85 2c:23:3a:0f:9c:71 2c:23:3a:0f:9c:9a 2c:23:3a:0f:9c:8d 2c:23:3a:0f:9c:89 2c:23:3a:0f:9c:7a 2c:23:3a:0f:9c:6e 2c:23:3a:0f:9c:86 2c:23:3a:0f:9c:6b 2c:23:3a:0f:9c:7f 2c:23:3a:0f:9c:74 2c:23:3a:0f:9c:95 2c:23:3a:0f:9c:90 2c:23:3a:0f:9c:75 2c:23:3a:0f:9c:6a 2c:23:3a:0f:9c:94 00:00:00:00:00:00 2c:23:3a:0f:9c:8c 2c:23:3a:0f:9c:80 2c:23:3a:0f:9c:7c 2c:23:3a:0f:9c:70 2c:23:3a:0f:9c:8f 2c:23:3a:0f:9c:82 2c:23:3a:0f:9c:9b 2c:23:3a:0f:9c:98 2c:23:3a:0f:9c:96 2c:23:3a:0f:9c:78 2c:23:3a:0f:9c:84 2c:23:3a:0f:9c:4a 2c:23:3a:0f:9c:8b 2c:23:3a:0f:9c:76 2c:23:3a:0f:9c:81 2c:23:3a:0f:9c:72 2c:23:3a:0f:9c:87 2c:23:3a:0f:9c:97 2c:23:3a:0f:9c:77 2c:23:3a:0f:9c:83 2c:23:3a:0f:9c:79 2c:23:3a:0f:9c:92 2c:23:3a:0f:9c:69 2c:23:3a:0f:9c:6f;Microsoft Windows Vista;
The community name of the remote SNMP server can be guessed.;It is possible to obtain the default community name of the remote SNMP server.  An attacker may use this information to gain more knowledge about the remote host, or to change the configuration of the remote system (if the default community allows such modifications).;Disable the SNMP service on the remote host if you do not use it. Either filter incoming UDP packets going to this port, or change the default community string.;10.1.4.140;161;;udp;High;False;CVE-1999-0517;2112;7.1;SNMP Agent Default Community Name (public);;OSVDB:209;2c:23:3a:0f:9c:6d 2c:23:3a:0f:9c:73 2c:23:3a:0f:9c:7b 2c:23:3a:0f:9c:8a 2c:23:3a:0f:9c:5b 2c:23:3a:0f:9c:91 2c:23:3a:0f:9c:8e 2c:23:3a:0f:9c:7e 2c:23:3a:0f:9c:7d 2c:23:3a:0f:9c:6c 2c:23:3a:0f:9c:9c 2c:23:3a:0f:9c:99 2c:23:3a:0f:9c:93 2c:23:3a:0f:9c:88 2c:23:3a:0f:9c:85 2c:23:3a:0f:9c:71 2c:23:3a:0f:9c:9a 2c:23:3a:0f:9c:8d 2c:23:3a:0f:9c:89 2c:23:3a:0f:9c:7a 2c:23:3a:0f:9c:6e 2c:23:3a:0f:9c:86 2c:23:3a:0f:9c:6b 2c:23:3a:0f:9c:7f 2c:23:3a:0f:9c:74 2c:23:3a:0f:9c:95 2c:23:3a:0f:9c:90 2c:23:3a:0f:9c:75 2c:23:3a:0f:9c:6a 2c:23:3a:0f:9c:94 00:00:00:00:00:00 2c:23:3a:0f:9c:8c 2c:23:3a:0f:9c:80 2c:23:3a:0f:9c:7c 2c:23:3a:0f:9c:70 2c:23:3a:0f:9c:8f 2c:23:3a:0f:9c:82 2c:23:3a:0f:9c:9b 2c:23:3a:0f:9c:98 2c:23:3a:0f:9c:96 2c:23:3a:0f:9c:78 2c:23:3a:0f:9c:84 2c:23:3a:0f:9c:4a 2c:23:3a:0f:9c:8b 2c:23:3a:0f:9c:76 2c:23:3a:0f:9c:81 2c:23:3a:0f:9c:72 2c:23:3a:0f:9c:87 2c:23:3a:0f:9c:97 2c:23:3a:0f:9c:77 2c:23:3a:0f:9c:83 2c:23:3a:0f:9c:79 2c:23:3a:0f:9c:92 2c:23:3a:0f:9c:69 2c:23:3a:0f:9c:6f;Microsoft Windows Vista;
The remote Telnet server transmits traffic in cleartext.;The remote host is running a Telnet server over an unencrypted channel.  Using Telnet over an unencrypted channel is not recommended as logins, passwords, and commands are transferred in cleartext. This allows a remote, man-in-the-middle attacker to eavesdrop on a Telnet session to obtain credentials or other sensitive information and to modify traffic exchanged between a client and server.  SSH is preferred over Telnet since it protects credentials from eavesdropping and can tunnel additional data streams such as an X11 session.;Disable the Telnet service and use SSH instead.;10.1.4.139;23;;tcp;Medium;False;;;;Unencrypted Telnet Server;;;;AIX 4.3.2 AIX 5.2 CatalystOS 6.3 VAX/VMS 7.1;
It is possible to obtain sensitive information from the remote host with SSL/TLS-enabled services.;The remote host is affected by a man-in-the-middle (MitM) information disclosure vulnerability known as POODLE. The vulnerability is due to the way SSL 3.0 handles padding bytes when decrypting messages encrypted using block ciphers in cipher block chaining (CBC) mode. MitM attackers can decrypt a selected byte of a cipher text in as few as 256 tries if they are able to force a victim application to repeatedly send the same data over newly created SSL 3.0 connections.  As long as a client and service both support SSLv3, a connection can be &apos.rolled back&apos. to SSLv3, even if TLSv1 or newer is supported by the client and service.  The TLS Fallback SCSV mechanism prevents &apos.version rollback&apos. attacks without impacting legacy clients. however, it can only protect connections when the client and service support the mechanism. Sites that cannot disable SSLv3 immediately should enable this mechanism.  This is a vulnerability in the SSLv3 specification, not in any particular SSL implementation. Disabling SSLv3 is the only way to completely mitigate the vulnerability.;Disable SSLv3.  Services that must support SSLv3 should enable the TLS Fallback SCSV mechanism until SSLv3 can be disabled.;10.1.4.138;443;;tcp;Medium;True;CVE-2014-3566;70574;3.7;SSLv3 Padding Oracle On Downgraded Legacy Encryption Vulnerability (POODLE);https://www.imperialviolet.org/2014/10/14/poodle.html https://www.openssl.org/~bodo/ssl-poodle.pdf https://tools.ietf.org/html/draft-ietf-tls-downgrade-scsv-00;OSVDB:113251 CERT:577193;;CISCO IOS 12.0;
The remote host supports a set of weak ciphers.;The remote host supports EXPORT_RSA cipher suites with keys less than or equal to 512 bits. An attacker can factor a 512-bit RSA modulus in a short amount of time.  A man-in-the middle attacker may be able to downgrade the session to use EXPORT_RSA cipher suites (e.g. CVE-2015-0204). Thus, it is recommended to remove support for weak cipher suites.;Reconfigure the service to remove support for EXPORT_RSA cipher suites.;10.1.4.138;443;;tcp;Medium;True;CVE-2015-0204;71936;4.1;SSL/TLS EXPORT_RSA &lt.= 512-bit Cipher Suites Supported (FREAK);https://www.smacktls.com/#freak https://www.openssl.org/news/secadv/20150108.txt http://www.nessus.org/u?b78da2c4;OSVDB:116794 CERT:243585;;CISCO IOS 12.0;
The remote service supports the use of weak SSL ciphers.;The remote host supports the use of SSL ciphers that offer weak encryption.   Note: This is considerably easier to exploit if the attacker is on the same physical network.;Reconfigure the affected application, if possible to avoid the use of weak ciphers.;10.1.4.138;443;;tcp;Medium;False;;;;SSL Weak Cipher Suites Supported;http://www.openssl.org/docs/apps/ciphers.html;CWE:326 CWE:327 CWE:720 CWE:753 CWE:803 CWE:928 CWE:934;;CISCO IOS 12.0;
The remote service supports the use of the RC4 cipher.;The remote host supports the use of RC4 in one or more cipher suites. The RC4 cipher is flawed in its generation of a pseudo-random stream of bytes so that a wide variety of small biases are introduced into the stream, decreasing its randomness.  If plaintext is repeatedly encrypted (e.g., HTTP cookies), and an attacker is able to obtain many (i.e., tens of millions) ciphertexts, the attacker may be able to derive the plaintext.;Reconfigure the affected application, if possible, to avoid use of RC4 ciphers. Consider using TLS 1.2 with AES-GCM suites subject to browser and web server support.;10.1.4.138;443;;tcp;Low;False;CVE-2013-2566 CVE-2015-2808;58796 73684;2.3;SSL RC4 Cipher Suites Supported (Bar Mitzvah);http://www.nessus.org/u?217a3666 http://cr.yp.to/talks/2013.03.12/slides.pdf http://www.isg.rhul.ac.uk/tls/ http://www.imperva.com/docs/HII_Attacking_SSL_when_using_RC4.pdf;OSVDB:91162 OSVDB:117855;;CISCO IOS 12.0;
